VoteChoice,Keywords
Good,"[('good', 1.0)]"
Good,"[('good', 1.0)]"
Good,"[('good', 1.0)]"
Nothing more expected ,"[('expected', 0.7129)]"
Good,"[('good', 1.0)]"
Good ,"[('good', 1.0)]"
Excellent Store,"[('store', 0.6715), ('excellent', 0.4067)]"
The service is good. Keep it up ,"[('service', 0.5138), ('good', 0.2235)]"
very helping shakil,"[('shakil', 0.77), ('helping', 0.5011)]"
Hopd,"[('hopd', 1.0)]"
"Shakil is very nice and helping staff, very polite and patient. ","[('shakil', 0.6985), ('staff', 0.3423), ('polite', 0.3304)]"
Good ,"[('good', 1.0)]"
Bring more Vibrant design shirts in slim fit section. No checked shirts in stock from last 6 month. ,"[('shirts', 0.5491), ('slim', 0.3865), ('fit', 0.3101)]"
Spacious store. Mr. Shadab a very polite and experienced sales personnel at Levi's store at PMC. Helped me in choice of the right fit and apparel style ,"[('spacious', 0.523), ('store', 0.4963), ('apparel', 0.4543)]"
Good,"[('good', 1.0)]"
Excellent service by ifjan,"[('ifjan', 0.6315), ('service', 0.426), ('excellent', 0.2846)]"
Good suggestion by darshita patel ,"[('suggestion', 0.5566), ('patel', 0.4962), ('darshita', 0.302)]"
Good  service  ,"[('service', 0.6827), ('good', 0.4384)]"
Great recommendations by Siddharth at Inorbit Malad store. ,"[('recommendations', 0.4931), ('siddharth', 0.4321), ('malad', 0.4276)]"
"One of your sales person Mr Nikit at levi's store CG road, Ahmedabad. He treated me and my friend who was with me very rudely and in very very irritating way. I don't know what was the problem with the guy but treated customers very badly. Me and my friend came from very far distance for shopping but the person Mr Nikit was got irritated at every 5 minutes and in very much hurry to wind up. After completing bill he just rushed to smoke outside the store I think that's why he treated us like this bad way ","[('customers', 0.4249), ('treated', 0.3146), ('irritating', 0.3012)]"
Store should have bottled water for customers ,"[('bottled', 0.5997), ('water', 0.4461), ('store', 0.4315)]"
Sales person guided us well,"[('sales', 0.5499), ('guided', 0.4962), ('person', 0.2949)]"
Good service by razik ,"[('razik', 0.6021), ('service', 0.4811), ('good', 0.1854)]"
Very good,"[('good', 0.7071)]"
By introducing new colours in jeans ,"[('jeans', 0.5861), ('colours', 0.4842), ('introducing', 0.2948)]"
Good collection ,"[('collection', 0.7376), ('good', 0.3926)]"
I think the service here is flawless!,"[('service', 0.4855), ('flawless', 0.443), ('think', 0.0761)]"
Awesome experience ,"[('experience', 0.6315), ('awesome', 0.4717)]"
Good ??????????,"[('good', 0.4694)]"
More Discount ??,"[('discount', 0.7856)]"
Every thing looks perfect ?? ,"[('looks', 0.3305), ('perfect', 0.3222), ('thing', 0.1959)]"
More ladies outfit which are long and proper ,"[('outfit', 0.598), ('ladies', 0.4761), ('long', 0.2756)]"
"Very well mannered and trained staff, cooperative and helping nature, good experience to visit the store and I found my right choices from here. ","[('mannered', 0.3932), ('visit', 0.338), ('experience', 0.3241)]"
Na,"[('na', 1.0)]"
Amazing ,"[('amazing', 1.0)]"
There should be occasion offer on sale price,"[('sale', 0.5778), ('price', 0.4806), ('offer', 0.4468)]"
Keep full range products as shown in online purchase site,"[('range', 0.369), ('products', 0.3286), ('purchase', 0.2462)]"
Excellent as always… Jeans means Levis,"[('jeans', 0.6401), ('levis', 0.5972), ('means', 0.3492)]"
allow  customer to check their own stuff and if required suggest option.,"[('suggest', 0.4019), ('customer', 0.3393), ('check', 0.275)]"
Good ,"[('good', 1.0)]"
Variety is less ,"[('variety', 0.7963)]"
Good,"[('good', 1.0)]"
Very nice,"[('nice', 0.6794)]"
Good,"[('good', 1.0)]"
Nice,"[('nice', 1.0)]"
Thenx geeta,"[('geeta', 0.7786), ('thenx', 0.5831)]"
Excellent service by Sanjay,"[('sanjay', 0.6722), ('service', 0.4711), ('excellent', 0.2423)]"
Asha was very good explained me very well with jeans  till now no one explained me this  Keep the good work girl  Thank u ,"[('jeans', 0.5739), ('asha', 0.4135), ('explained', 0.3225)]"
Great service. ,"[('service', 0.5659), ('great', 0.4554)]"
Very good service by Rahul Gangawane,"[('gangawane', 0.5173), ('service', 0.4974), ('rahul', 0.409)]"
Superb ,"[('superb', 1.0)]"
"Store is well organised and the staff has a very warm behaviour, all products are   amazing.  ","[('store', 0.3909), ('organised', 0.3626), ('products', 0.3517)]"
Nice,"[('nice', 1.0)]"
Best supporting staff ,"[('staff', 0.6964), ('supporting', 0.5893), ('best', 0.309)]"
Mayuresh service excellent ,"[('mayuresh', 0.7315), ('service', 0.4555), ('excellent', 0.2517)]"
Good experience ,"[('experience', 0.7718), ('good', 0.399)]"
Superb service by firoz,"[('firoz', 0.5201), ('service', 0.4794), ('superb', 0.457)]"
Good fitting and good range not costly,"[('fitting', 0.412), ('range', 0.4061), ('costly', 0.3078)]"
Very nice staff and shop ,"[('staff', 0.5998), ('shop', 0.5377), ('nice', 0.1865)]"
    Keep it up ,[]
Nothing improvement required ,"[('improvement', 0.6947), ('required', 0.2434)]"
"Levi's store in Eva mall is good with their services from staff and the collection is trendy for both men and women, really satisfied with their clothes.. thank you","[('mall', 0.4529), ('clothes', 0.4271), ('levi', 0.4253)]"
Good,"[('good', 1.0)]"
Good,"[('good', 1.0)]"
K,[]
K,[]
Satisfied ,"[('satisfied', 1.0)]"
Mitesh awesome,"[('mitesh', 0.8192), ('awesome', 0.3396)]"
Satisfactory ,"[('satisfactory', 1.0)]"
Nice,"[('nice', 1.0)]"
Good ,"[('good', 1.0)]"
Sales person excellent Yaron ,"[('yaron', 0.7444), ('sales', 0.4777), ('person', 0.3307)]"
Nice collection ,"[('collection', 0.6719), ('nice', 0.4632)]"
Very nice presentation by Mr Deepak Mr Sahil & miss Hina I really happy for my shopping bcoz i got my special choice clothes today from levis ??????,"[('presentation', 0.4006), ('clothes', 0.3922), ('shopping', 0.3727)]"
Mukund and Ankit were very cooperative. Amazing experience.,"[('mukund', 0.5249), ('ankit', 0.5037), ('cooperative', 0.3756)]"
Asha was excellent with her service,"[('asha', 0.6302), ('service', 0.3479), ('excellent', 0.1653)]"
Good Experience ,"[('experience', 0.7718), ('good', 0.399)]"
Na,"[('na', 1.0)]"
Very good,"[('good', 0.7071)]"
Very good,"[('good', 0.7071)]"
Good,"[('good', 1.0)]"
Good experience ,"[('experience', 0.7718), ('good', 0.399)]"
Graet,"[('graet', 1.0)]"
Thank u so much darshita patel    Coprate so happy I love it Levi's store ,"[('levi', 0.4547), ('patel', 0.3949), ('darshita', 0.3891)]"
Good experience ,"[('experience', 0.7718), ('good', 0.399)]"
Anil was really helpful and prompt,"[('anil', 0.6592), ('prompt', 0.408), ('helpful', 0.3699)]"
Nice experience ,"[('experience', 0.5535), ('nice', 0.4694)]"
Laxmi has given excellent service and helped lot. She is very knowledgeable and very quick to understand requirements.,"[('laxmi', 0.5798), ('service', 0.2982), ('requirements', 0.2804)]"
Everything is good Thank ,"[('thank', 0.3843), ('good', 0.3723)]"
Best. Service,"[('service', 0.6988), ('best', 0.6654)]"
Superb service b mehul,"[('mehul', 0.6786), ('superb', 0.484), ('service', 0.4674)]"
Very nice  cloth collection ,"[('cloth', 0.6011), ('collection', 0.5292), ('nice', 0.236)]"
"No need of improvement, everything is good ","[('improvement', 0.7296), ('good', 0.2504), ('need', 0.1169)]"
Thanks ,"[('thanks', 1.0)]"
Good service ?? by firoz,"[('service', 0.569), ('firoz', 0.3915), ('good', 0.1922)]"
"Anil has been very kind and helpful , and has been giving good advice for past 2 years of my shopping in Levi’s store Santacruz ","[('anil', 0.6058), ('shopping', 0.3301), ('helpful', 0.322)]"
Good ,"[('good', 1.0)]"
Nothing at the moment ,"[('moment', 0.2823)]"
Store should keep water bottle at least,"[('store', 0.5392), ('bottle', 0.4241), ('water', 0.4003)]"
Good,"[('good', 1.0)]"
Nil,"[('nil', 1.0)]"
,[]
Best,"[('best', 1.0)]"
Very good Service by Esther,"[('esther', 0.5336), ('service', 0.4377), ('good', 0.1222)]"
Best Hai bhai raj,"[('hai', 0.6874), ('bhai', 0.6676), ('raj', 0.6419)]"
Excellent ,"[('excellent', 1.0)]"
Wonderful shopping experience ,"[('shopping', 0.6627), ('experience', 0.5166), ('wonderful', 0.3796)]"
Good collection and good executive ,"[('collection', 0.5749), ('executive', 0.5743), ('good', 0.2694)]"
Good,"[('good', 1.0)]"
Everything is excellent ,"[('excellent', 0.4415)]"
Ok ,"[('ok', 1.0)]"
Better collection in T-shirts ,"[('shirts', 0.6501), ('collection', 0.5924), ('better', 0.2854)]"
Excellent staff n services,"[('staff', 0.681), ('services', 0.5956), ('excellent', 0.2539)]"
Need more regular fit shirts,"[('shirts', 0.6815), ('fit', 0.429), ('regular', 0.3481)]"
All good ,"[('good', 0.4393)]"
Thanks ,"[('thanks', 1.0)]"
Good service ,"[('service', 0.6827), ('good', 0.4384)]"
Mitesh makwana ,"[('makwana', 0.8753), ('mitesh', 0.5491)]"
Niceee,"[('niceee', 1.0)]"
Good ,"[('good', 1.0)]"
Very good ,"[('good', 0.7071)]"
 Excellent shopping experience,"[('shopping', 0.6061), ('experience', 0.525), ('excellent', 0.3605)]"
good ,"[('good', 1.0)]"
Reduce product price keeping  same quality level,"[('quality', 0.383), ('reduce', 0.364), ('price', 0.3297)]"
Na,"[('na', 1.0)]"
New trending designs. Sweatshirts ,"[('sweatshirts', 0.7129), ('trending', 0.5152), ('designs', 0.471)]"
Goods,"[('goods', 1.0)]"
Good??,"[('good', 0.6013)]"
no need for improvement ,"[('improvement', 0.7873), ('need', 0.2403)]"
Ajaz was very helpful. ,"[('ajaz', 0.6859), ('helpful', 0.3969)]"
Very nice  ,"[('nice', 0.6794)]"
Good ,"[('good', 1.0)]"
Super ,"[('super', 1.0)]"
Staff was to be active...,"[('staff', 0.6948), ('active', 0.3329)]"
Nice product ,"[('product', 0.6203), ('nice', 0.5459)]"
Best service ,"[('service', 0.7333), ('best', 0.5849)]"
Good experience ,"[('experience', 0.7718), ('good', 0.399)]"
Mitesh eva,"[('eva', 0.7192), ('mitesh', 0.7061)]"
Very good experience,"[('experience', 0.6577), ('good', 0.3294)]"
The experience was really good will be back,"[('experience', 0.4855), ('good', 0.2141), ('really', 0.1567)]"
Good. Collections and perfect fittings,"[('fittings', 0.6817), ('collections', 0.5104), ('perfect', 0.308)]"
All good ,"[('good', 0.4393)]"
Really good  ,"[('good', 0.6714), ('really', 0.3452)]"
Good,"[('good', 1.0)]"
Superb service,"[('superb', 0.6817), ('service', 0.6467)]"
good service ,"[('service', 0.6827), ('good', 0.4384)]"
The shopping experience was very nice,"[('shopping', 0.4959), ('experience', 0.4427), ('nice', 0.1873)]"
Awesome experience ,"[('experience', 0.6315), ('awesome', 0.4717)]"
Good Mitesh ,"[('mitesh', 0.7984), ('good', 0.4902)]"
Nice ??,"[('nice', 0.6045)]"
Very good assist by Vinay at cg road Levi’s store,"[('assist', 0.5218), ('vinay', 0.5178), ('levi', 0.3754)]"
Rajesh,"[('rajesh', 1.0)]"
"Overall experience was excellent, Ms. Khushi attended us very well, she was very courteous and showed us various products very patiently, overall 10/10 experience","[('experience', 0.426), ('khushi', 0.313), ('attended', 0.3114)]"
Good,"[('good', 1.0)]"
Yogesh excellent sales guy,"[('yogesh', 0.6682), ('sales', 0.5117), ('guy', 0.2957)]"
Everything is good  ,"[('good', 0.4763)]"
Good experience with team,"[('experience', 0.6137), ('team', 0.5602), ('good', 0.2867)]"
Excellent ,"[('excellent', 1.0)]"
Good,"[('good', 1.0)]"
Good ,"[('good', 1.0)]"
Very nice experince Ajaz helped us choosing good option s in apparal. ,"[('ajaz', 0.5618), ('apparal', 0.54), ('choosing', 0.4163)]"
Very good service and newstock,"[('newstock', 0.7674), ('service', 0.3426), ('good', 0.1556)]"
"Some more varieties in styles, otherwise everything is really good.","[('styles', 0.6599), ('varieties', 0.5498), ('really', 0.2015)]"
Nice service nd collection is excellent. ,"[('nd', 0.4606), ('collection', 0.3724), ('service', 0.3485)]"
More plus sizes will be great,"[('sizes', 0.5091), ('plus', 0.3283), ('great', 0.1755)]"
Need more options,"[('options', 0.8114), ('need', 0.3198)]"
Nothing everything's good,"[('good', 0.4088)]"
Very good service by Nikita I love Levi all time,"[('levi', 0.4932), ('nikita', 0.4441), ('service', 0.331)]"
More variety in half sleeve shirt ,"[('sleeve', 0.6308), ('shirt', 0.5228), ('half', 0.3359)]"
Everything is good.,"[('good', 0.4552)]"
Good,"[('good', 1.0)]"
Good aaaaaaaaaaaaaaa,"[('aaaaaaaaaaaaaaa', 0.6939), ('good', 0.6081)]"
Need to maintain formal behaviour with customers ,"[('customers', 0.5488), ('formal', 0.4803), ('behaviour', 0.4412)]"
Ok,"[('ok', 1.0)]"
Very good service ,"[('service', 0.5967), ('good', 0.3583)]"
Super co operative helpful staff,"[('staff', 0.6421), ('operative', 0.5256), ('super', 0.3126)]"
How ,[]
More varieties in T-shirts is needed,"[('shirts', 0.6645), ('varieties', 0.4181), ('needed', 0.1299)]"
I had a great support from Ms darshita patel while choosing my jeans..thanks ,"[('jeans', 0.5266), ('patel', 0.4904), ('support', 0.3166)]"
Ty,"[('ty', 1.0)]"
Good ,"[('good', 1.0)]"
Service was fine,"[('service', 0.6043), ('fine', 0.4007)]"
Very co operative and halpfull staff,"[('staff', 0.6794), ('operative', 0.5019), ('halpfull', 0.4997)]"
Thnx,"[('thnx', 1.0)]"
E,[]
Everything is perfect ,"[('perfect', 0.5002)]"
Mr Rahul provided excellent service. ,"[('rahul', 0.6825), ('service', 0.383), ('mr', 0.3006)]"
Goor,"[('goor', 1.0)]"
nice staff and collection..,"[('staff', 0.6654), ('collection', 0.593), ('nice', 0.2178)]"
Good service by Darshita Patel,"[('patel', 0.5339), ('service', 0.4578), ('darshita', 0.4221)]"
Nothing ,[]
Mahendra has been really good and friendly ,"[('mahendra', 0.6758), ('friendly', 0.3616), ('good', 0.1943)]"
Nice store with good  sales girls,"[('store', 0.5591), ('sales', 0.5425), ('girls', 0.3255)]"
Best Servies ,"[('servies', 0.8596), ('best', 0.5215)]"
The staff was very helpful as specially mitesh bhai assisted me very well it was a good experience,"[('staff', 0.4475), ('bhai', 0.4408), ('assisted', 0.2938)]"
Mr Bablu very great and helpful salesman.  And Mr Junaid also very cooperative ,"[('bablu', 0.5409), ('salesman', 0.5387), ('junaid', 0.445)]"
"Yaron is the best person I have ever seen in my life, Great Experience and loved the way he think   Appreciate ","[('yaron', 0.7265), ('loved', 0.2568), ('best', 0.2433)]"
Rajeshbhai was very helpful throughout the shopping experience.,"[('rajeshbhai', 0.6189), ('shopping', 0.3194), ('experience', 0.2492)]"
All good,"[('good', 0.4393)]"
Suggest Style with body fit,"[('style', 0.5375), ('fit', 0.4935), ('suggest', 0.4149)]"
Staff was nice,"[('staff', 0.7444), ('nice', 0.2384)]"
Bablu has given proper information . Customer service is best.,"[('bablu', 0.5774), ('customer', 0.3456), ('information', 0.2825)]"
Rates should be aligned with market ,"[('rates', 0.6681), ('market', 0.4847), ('aligned', 0.3987)]"
Nothing ,[]
"We experienced the best service from pinkal purohit, the staff is being very co-operative and helpful. Very satisfied. Thank you","[('staff', 0.5146), ('service', 0.451), ('purohit', 0.3857)]"
Nice service ,"[('service', 0.607), ('nice', 0.401)]"
Service is awesome. Dipika was so nice to us.,"[('dipika', 0.6507), ('service', 0.4136), ('awesome', 0.2118)]"
Good quality ,"[('quality', 0.798), ('good', 0.4521)]"
good,"[('good', 1.0)]"
Good staff Rahul ,"[('rahul', 0.7413), ('staff', 0.5904), ('good', 0.2471)]"
It’s really good. Can’t think of any section where it can be improved ,"[('improved', 0.5368), ('section', 0.4443), ('good', 0.2377)]"
Good ,"[('good', 1.0)]"
All good,"[('good', 0.4393)]"
Faizan helped us with very good assistance for good choice of jeans as I am always buying jeans from Levi's. Loved the experience ??,"[('faizan', 0.5039), ('jeans', 0.4783), ('levi', 0.3723)]"
Thnxxx hoshsng,"[('thnxxx', 0.8165), ('hoshsng', 0.6799)]"
Good,"[('good', 1.0)]"
It was good experience ,"[('experience', 0.6515), ('good', 0.3231)]"
New sheds of Color to be sold,"[('sheds', 0.6189), ('color', 0.3227), ('sold', 0.1996)]"
38,"[('38', 1.0)]"
Thanks for the service ,"[('service', 0.4972), ('thanks', 0.319)]"
Have more stock and variety ,"[('stock', 0.636), ('variety', 0.5574)]"
No,[]
Awesome,"[('awesome', 1.0)]"
Anil Goria we are very happy with his lively smiling apt service,"[('goria', 0.5707), ('anil', 0.5255), ('smiling', 0.4334)]"
Very very good service ,"[('service', 0.5694), ('good', 0.2803)]"
Very good service by majid bhai ,"[('bhai', 0.6125), ('service', 0.4639), ('majid', 0.3757)]"
"You are advertising misleading discounts. When you advertise that the customer has to pay Rs1K less on shopping atleast Rs8k, you cannot force the customer to shop for 9K","[('discounts', 0.4689), ('rs8k', 0.4353), ('rs1k', 0.4057)]"
Ajaz he is very good at helping  people and very courteous ,"[('ajaz', 0.6292), ('courteous', 0.3943), ('helping', 0.3454)]"
Good service by Pankaj  ,"[('pankaj', 0.5856), ('service', 0.4973), ('good', 0.1865)]"
Overall good Thank you ,"[('overall', 0.572), ('good', 0.4505), ('thank', 0.4188)]"
Great experience ,"[('experience', 0.6299), ('great', 0.4188)]"
Best,"[('best', 1.0)]"
Extra variety ,"[('variety', 0.8096), ('extra', 0.5691)]"
Lesser alteration time,"[('alteration', 0.6189), ('lesser', 0.4369), ('time', 0.4251)]"
Everything is good ,"[('good', 0.4763)]"
Better price and offers ( discount ),"[('discount', 0.7605), ('offers', 0.4768), ('price', 0.4729)]"
???? ???????? ??? ????? ????. ????? ??? ????? ???.,[]
Discount for regular customer  ,"[('discount', 0.7436), ('customer', 0.4863), ('regular', 0.3447)]"
Offers can be provided on regular basis instead of once in a year only. More flexibility can be achieved to become more customer friendly brand.,"[('offers', 0.3322), ('flexibility', 0.2667), ('customer', 0.2427)]"
Try to get variety on tops for ladies ,"[('variety', 0.4921), ('tops', 0.4302), ('ladies', 0.4111)]"
Some more variant in jeans,"[('jeans', 0.7133), ('variant', 0.4492)]"
Prices should be less,"[('prices', 0.6329)]"
